ORDER_ID,ASN_DN,SHIPMENT_MODE,SCHEDULED_DELIVERY_DATE,ACTUAL_DELIVERY_DATE,DELIVERY_RECORDED_DATE
SCMS-31730,ASN-3313,Air,0009-02-23,0009-02-23,0009-02-23
SCMS-31810,ASN-3192,Air,0009-01-22,0009-01-22,0009-01-22
SCMS-32250,ASN-3001,Air,0008-12-09,0008-12-09,0008-12-09
SCMS-32630,ASN-3156,Air,0009-01-26,0009-01-20,0009-01-20
SCMS-33320,ASN-3553,Truck,0009-05-17,0008-10-09,0008-10-09
SCMS-33700,ASN-3080,Air,0009-01-19,0009-01-19,0009-01-19
SCMS-33830,ASN-3231,Air,0009-02-05,0009-02-05,0009-02-05
SCMS-33850,ASN-3110,Air,0009-01-27,0009-01-27,0009-01-27
SCMS-35560,ASN-3481,Air,0009-03-17,0009-03-13,0009-03-13
SCMS-35570,ASN-3511,Air,0009-03-17,0009-03-17,0009-03-17
SCMS-37210,ASN-3631,Air,0009-04-11,0009-04-11,0009-04-11
SCMS-37160,ASN-3561,Air,0009-04-07,0009-04-07,0009-04-07
SCMS-38690,ASN-3633,Air,0009-04-01,0009-04-01,0009-04-01
SCMS-40000,ASN-3675,Air,0009-03-31,0009-03-31,0009-03-31
SCMS-40030,ASN-3749,Air,0009-04-15,0009-04-15,0009-04-15
SCMS-40780,ASN-3607,Air,0009-03-17,0008-11-28,0008-11-28
SCMS-40780,ASN-3607,Air,0009-03-17,0008-11-28,0008-11-28
SCMS-40790,ASN-3575,Air,0009-03-24,0008-12-01,0008-12-01
SCMS-40820,ASN-3609,Air,0009-04-14,0008-12-04,0008-12-04
SCMS-40890,ASN-3585,Air,0009-05-19,0009-01-02,0009-01-02
SCMS-41040,ASN-3623,Air,0009-04-07,0008-12-03,0008-12-03
SCMS-41050,ASN-3635,Air,0009-04-21,0008-12-05,0008-12-05
SCMS-41080,ASN-3637,Air,0009-05-26,0009-01-22,0009-01-22
SCMS-41100,ASN-4018,Air,0009-06-17,0009-04-03,0009-04-03
SCMS-41100,ASN-4670,Air,0009-06-17,0009-04-17,0009-04-17
SCMS-41140,ASN-3752,Air,0009-03-31,0008-11-21,0008-11-21
SCMS-41190,ASN-3732,Air,0009-03-30,0009-01-21,0009-01-21
SCMS-41190,ASN-3732,Air,0009-03-30,0009-01-21,0009-01-21
SCMS-41210,ASN-3737,Air,0009-03-30,0009-01-23,0009-01-23
SCMS-41220,ASN-3739,Air,0009-03-30,0009-01-23,0009-01-23
SCMS-41461,ASN-4360,Air,0009-06-25,0009-04-20,0009-04-20
SCMS-41582,ASN-4304,Air,0009-06-25,0009-04-08,0009-04-08
SCMS-749,ASN-737,Air,0007-10-02,0007-10-02,0007-10-02
SCMS-41582,ASN-4304,Air,0009-06-25,0009-04-08,0009-04-08
SCMS-41583,ASN-4339,Air,0009-06-25,0009-04-09,0009-04-09
SCMS-41583,ASN-4339,Air,0009-06-25,0009-04-09,0009-04-09
SCMS-41585,ASN-4386,Air,0009-06-25,0009-04-21,0009-04-21
SCMS-41580,ASN-4603,Truck,0009-06-25,0009-06-05,0009-06-05
SCMS-41880,ASN-4323,Air,0009-07-10,0009-07-10,0009-07-10
SCMS-47350,ASN-4287,Truck,0009-05-15,0009-05-04,0009-05-04
SCMS-42961,ASN-4648,Air,0009-08-07,0009-08-28,0009-08-28
SCMS-43870,ASN-4687,Air,0009-09-21,0009-09-21,0009-09-21
SCMS-44720,ASN-4047,Air,0009-05-20,0009-05-20,0009-05-20
SCMS-44820,ASN-4594,Air,0009-08-11,0009-08-11,0009-08-11
SCMS-45000,ASN-4371,Air,0009-07-21,0009-07-21,0009-07-21
SCMS-45020,ASN-4403,Air,0009-08-03,0009-08-03,0009-08-03
SCMS-45070,ASN-4419,Air,0009-07-10,0009-07-10,0009-07-10
SCMS-45070,ASN-4419,Air,0009-07-10,0009-07-10,0009-07-10
SCMS-46070,ASN-4144,Air,0009-06-12,0009-06-12,0009-06-12
SCMS-46540,ASN-4487,Air,0009-07-23,0009-07-23,0009-07-23
SCMS-47050,ASN-4819,Truck,0009-10-12,0009-07-21,0009-07-21
SCMS-47050,ASN-4819,Truck,0009-10-12,0009-07-21,0009-07-21
SCMS-47051,ASN-4836,Truck,0009-10-12,0009-07-28,0009-07-28
SCMS-47051,ASN-4836,Truck,0009-10-12,0009-07-28,0009-07-28
SCMS-47051,ASN-4836,Truck,0009-10-12,0009-07-28,0009-07-28
SCMS-47070,ASN-4940,Truck,0009-09-08,0009-08-31,0009-08-31
SCMS-2,ASN-4,Air,0006-05-10,0006-05-10,0006-05-10
SCMS-157,ASN-127,Air,0006-12-21,0006-12-21,0006-12-21
SCMS-171,ASN-294,Air,0007-03-27,0007-03-27,0007-03-27
SCMS-288,ASN-170,Air,0007-01-17,0007-01-17,0007-01-17
SCMS-290,ASN-191,Air,0007-01-25,0007-03-09,0007-03-09
SCMS-291,ASN-161,Air,0006-11-20,0006-11-20,0006-11-20
SCMS-352,ASN-200,Air,0007-02-20,0007-02-20,0007-02-20
SCMS-540,ASN-362,Air,0007-05-08,0007-05-08,0007-05-08
SCMS-592,ASN-528,Air,0007-06-19,0007-08-06,0007-08-06
SCMS-762,ASN-634,Air,0007-09-10,0007-09-10,0007-09-10
SCMS-767,ASN-607,Air,0007-08-09,0007-08-09,0007-08-09
SCMS-785,ASN-652,Air,0007-08-27,0007-08-27,0007-08-27
SCMS-10260,ASN-698,Air,0007-10-16,0007-10-16,0007-10-16
SCMS-10340,ASN-2700,Air,0008-11-19,0008-11-19,0008-11-19
SCMS-11650,ASN-834,Air,0007-09-21,0007-09-21,0007-09-21
SCMS-12370,ASN-823,Air,0007-10-25,0007-10-25,0007-10-25
SCMS-14050,ASN-1251,,0008-01-29,0008-01-29,0008-01-29
SCMS-14050,ASN-1252,,0008-01-29,0007-01-24,0008-01-24
SCMS-14140,ASN-1028,Air,0008-01-10,0008-01-10,0008-01-10
SCMS-14221,ASN-1595,Air,0008-04-28,0008-04-22,0008-04-22
SCMS-14211,ASN-1341,Air,0008-01-22,0008-03-07,0008-03-07
SCMS-14930,ASN-1231,Air,0008-01-22,0008-01-22,0008-01-22
SCMS-16600,ASN-1520,,0008-01-21,0008-01-04,0008-01-04
SCMS-16600,ASN-1520,,0008-01-21,0008-01-04,0008-01-04
SCMS-16600,ASN-1520,,0008-01-21,0008-01-04,0008-01-04
SCMS-17670,ASN-1519,Air,0008-04-11,0008-04-11,0008-04-11
SCMS-17720,ASN-1530,Truck,0008-02-05,0008-02-04,0008-02-04
SCMS-18240,ASN-1788,Air,0008-06-06,0008-06-06,0008-06-06
SCMS-18280,ASN-1550,Air,0008-04-14,0008-04-17,0008-04-17
SCMS-18350,ASN-1401,Air,0008-07-11,0008-07-11,0008-07-11
SCMS-18460,ASN-2449,Air,0008-09-26,0008-09-26,0008-09-26
SCMS-18510,ASN-2006,Air,0008-07-21,0008-07-21,0008-07-21
SCMS-18730,ASN-1609,Air,0008-06-23,0008-06-23,0008-06-23
SCMS-19110,ASN-1801,Air,0008-06-14,0008-06-14,0008-06-14
SCMS-19130,ASN-1787,Air,0008-06-04,0008-06-04,0008-06-04
SCMS-19800,ASN-1665,Truck,0008-04-24,0008-04-24,0008-04-24
SCMS-20181,ASN-2023,Air,0008-07-07,0008-07-07,0008-07-07
SCMS-20390,ASN-2204,Air,0008-08-12,0008-08-12,0008-08-12
SCMS-20400,ASN-2205,Air,0008-09-19,0008-09-19,0008-09-19
SCMS-20410,ASN-2050,Air,0008-07-16,0008-07-16,0008-07-16
SCMS-20420,ASN-2051,Air,0008-07-14,0008-07-14,0008-07-14
SCMS-22780,ASN-1680,Air,0008-04-18,0008-01-03,0008-01-03
SCMS-23310,ASN-2486,Air,0008-10-11,0008-10-11,0008-10-11
SCMS-23320,ASN-2275,Air,0008-09-19,0008-09-19,0008-09-19
SCMS-23330,ASN-2276,Air,0008-09-19,0008-09-19,0008-09-19
SCMS-23380,ASN-2524,Air,0008-09-30,0008-09-30,0008-09-30
SCMS-23450,ASN-2336,Air,0008-09-19,0008-09-19,0008-09-19
SCMS-23500,ASN-2293,Truck,0008-08-20,0008-05-08,0008-05-08
SCMS-23820,ASN-2099,Air,0008-08-06,0008-08-06,0008-08-06
SCMS-25540,ASN-2295,Truck,0008-06-12,0008-06-09,0008-06-09
SCMS-25700,ASN-2797,Air,0008-11-18,0008-11-18,0008-11-18
SCMS-23611,ASN-2727,Air,0008-11-03,0008-11-03,0008-11-03
SCMS-27010,ASN-2448,Air,0008-09-22,0008-09-22,0008-09-22
SCMS-27040,ASN-2473,Air,0008-10-01,0008-10-01,0008-10-01
SCMS-27750,ASN-2397,Air,0008-11-18,0008-11-18,0008-11-18
SCMS-27760,ASN-2325,Air,0008-10-09,0008-10-02,0008-10-02
SCMS-26171,ASN-2515,Air,0008-09-25,0008-09-25,0008-09-25
SCMS-28650,ASN-3202,Air,0008-08-27,0008-08-27,0008-08-27
SCMS-28690,ASN-2839,Air,0008-11-17,0008-11-17,0008-11-17
SCMS-28700,ASN-2719,Air,0008-10-30,0008-10-28,0008-10-28
SCMS-28720,ASN-2577,Air,0008-10-06,0008-10-06,0008-10-06
SCMS-28730,ASN-2658,Air,0008-11-01,0008-11-01,0008-11-01
SCMS-30310,ASN-3505,Air,0009-03-10,0009-03-10,0009-03-10
SCMS-30720,ASN-2586,Air,0008-10-08,0008-10-08,0008-10-08
SCMS-33150,ASN-3308,Air,0009-02-20,0009-02-20,0009-02-20
SCMS-33320,ASN-3553,Truck,0009-05-17,0008-10-09,0008-10-09
SCMS-33690,ASN-3229,Air,0009-03-02,0009-03-02,0009-03-02
SCMS-34310,ASN-3234,Air,0009-01-27,0009-01-27,0009-01-27
SCMS-34690,ASN-3853,Air,0009-06-15,0009-06-15,0009-06-15
SCMS-35550,ASN-3190,Air,0009-01-30,0009-01-23,0009-01-23
SCMS-37170,ASN-3562,Air,0009-04-10,0009-04-10,0009-04-10
SCMS-37770,ASN-3676,Air,0009-03-26,0009-03-26,0009-03-26
SCMS-38270,ASN-3546,Air,0009-03-25,0009-03-25,0009-03-25
SCMS-38410,ASN-4381,Air,0009-08-11,0009-08-11,0009-08-11
SCMS-40780,ASN-3607,Air,0009-03-17,0008-11-28,0008-11-28
SCMS-40780,ASN-3607,Air,0009-03-17,0008-11-28,0008-11-28
SCMS-40790,ASN-3575,Air,0009-03-24,0008-12-01,0008-12-01
SCMS-40810,ASN-3634,Air,0009-03-31,0008-12-02,0008-12-02
SCMS-40850,ASN-3611,Air,0009-06-16,0009-01-28,0009-01-28
SCMS-40880,ASN-3610,Air,0009-07-07,0009-02-02,0009-02-02
SCMS-41040,ASN-3623,Air,0009-04-07,0008-12-03,0008-12-03
SCMS-41060,ASN-3624,Air,0009-05-05,0008-12-23,0008-12-23
SCMS-41060,ASN-3624,Air,0009-05-05,0008-12-23,0008-12-23
SCMS-41080,ASN-3637,Air,0009-05-26,0009-01-22,0009-01-22
SCMS-41140,ASN-3752,Air,0009-03-31,0008-11-21,0008-11-21
SCMS-41140,ASN-3752,Air,0009-03-31,0008-11-21,0008-11-21
SCMS-41140,ASN-3752,Air,0009-03-31,0008-11-21,0008-11-21
SCMS-41150,ASN-3759,Air,0009-04-01,0008-11-21,0008-11-21
SCMS-41160,ASN-3760,Air,0009-04-01,0008-11-26,0008-11-26
SCMS-41180,ASN-3778,Air,0009-04-03,0009-02-11,0009-02-11
SCMS-41190,ASN-3732,Air,0009-03-30,0009-01-21,0009-01-21
SCMS-41190,ASN-3732,Air,0009-03-30,0009-01-21,0009-01-21
SCMS-41190,ASN-3732,Air,0009-03-30,0009-01-21,0009-01-21
SCMS-41465,ASN-4614,Air,0009-06-25,0009-06-25,0009-06-25
SCMS-41586,ASN-4387,Air,0009-06-25,0009-04-15,0009-04-15
SCMS-41890,ASN-3780,Air,0009-04-17,0009-04-17,0009-04-17
SCMS-42260,ASN-4333,Truck,0009-04-21,0009-04-17,0009-04-17
SCMS-42430,ASN-4226,Truck,0009-05-15,0009-05-15,0009-05-15
SCMS-47380,ASN-4285,Truck,0009-05-15,0009-04-21,0009-04-21
SCMS-43900,ASN-4553,Air,0009-08-12,0009-08-12,0009-08-12
SCMS-43960,ASN-4533,Air,0009-09-03,0009-09-03,0009-09-03
SCMS-44050,ASN-3985,Air,0009-06-10,0009-06-09,0009-06-09
SCMS-44050,ASN-4095,Air,0009-06-10,0009-06-17,0009-06-17
SCMS-44970,ASN-4081,Air,0009-05-27,0009-05-27,0009-05-27
SCMS-46500,ASN-4223,Air,0009-07-30,0009-07-30,0009-07-30
SCMS-47050,ASN-4819,Truck,0009-10-12,0009-07-21,0009-07-21
SCMS-47051,ASN-4836,Truck,0009-10-12,0009-07-28,0009-07-28
SCMS-47160,ASN-4663,Air,0009-09-01,0009-09-01,0009-09-01
SCMS-42241,ASN-4812,Air,0009-09-15,0009-09-15,0009-09-15
SCMS-3,ASN-6,Air,0006-05-02,0006-05-02,0006-05-02
SCMS-40,ASN-26,Air,0006-08-08,0006-08-08,0006-08-08
SCMS-79,ASN-53,Air,0006-09-15,0006-09-15,0006-09-15
SCMS-87,ASN-57,Air,0006-09-28,0006-09-28,0006-09-28
SCMS-103,ASN-61,Air,0006-09-06,0006-09-06,0006-09-06
SCMS-103,ASN-61,Air,0006-09-06,0006-09-06,0006-09-06
SCMS-122,ASN-116,Air,0006-12-25,0006-12-25,0006-12-25
SCMS-159,ASN-125,Air,0006-12-22,0006-12-22,0006-12-22
SCMS-163,ASN-123,Air,0006-12-20,0006-12-20,0006-12-20
SCMS-167,ASN-270,Air,0007-03-14,0007-03-14,0007-03-14
SCMS-476,ASN-387,Air,0007-03-14,0007-05-16,0007-05-16
SCMS-168,ASN-276,Air,0007-03-14,0007-03-14,0007-03-14
SCMS-168,ASN-276,Air,0007-03-14,0007-03-14,0007-03-14
SCMS-172,ASN-302,Air,0007-04-16,0007-04-16,0007-04-16
SCMS-225,ASN-113,Air,0006-11-15,0006-11-15,0006-11-15
SCMS-228,ASN-141,Air,0007-01-18,0007-01-18,0007-01-18
SCMS-229,ASN-155,Air,0006-12-17,0006-12-17,0006-12-17
SCMS-348,ASN-286,Air,0007-03-19,0007-03-19,0007-03-19
SCMS-367,ASN-221,Air,0007-03-23,0007-03-23,0007-03-23
SCMS-526,ASN-343,Air,0007-04-30,0007-04-30,0007-04-30
SCMS-765,ASN-575,Air,0007-08-07,0007-08-07,0007-08-07
SCMS-767,ASN-620,Air,0007-08-09,0007-08-21,0007-08-21
SCMS-10070,ASN-640,Air,0007-08-24,0007-08-24,0007-08-24
SCMS-10080,ASN-664,Air,0007-08-13,0007-08-13,0007-08-13
SCMS-10080,ASN-606,Air,0007-08-13,0007-08-07,0007-08-07
SCMS-12400,ASN-794,Air,0007-10-23,0007-10-23,0007-10-23
SCMS-13020,ASN-914,Air,0007-11-19,0007-11-19,0007-11-19
SCMS-14050,ASN-1251,,0008-01-29,0008-01-29,0008-01-29
SCMS-14050,ASN-1251,,0008-01-29,0008-01-29,0008-01-29
SCMS-14050,ASN-1251,,0008-01-29,0008-01-29,0008-01-29
SCMS-14050,ASN-1251,,0008-01-29,0008-01-29,0008-01-29
SCMS-14210,ASN-1340,Air,0008-03-06,0008-03-06,0008-03-06
SCMS-14630,ASN-1198,Air,0008-01-31,0008-01-28,0008-01-28
SCMS-14760,ASN-1230,Air,0008-02-01,0008-02-01,0008-02-01
SCMS-15480,ASN-1403,Air,0008-03-10,0008-03-10,0008-03-10
SCMS-16600,ASN-1520,,0008-01-21,0008-01-04,0008-01-04
SCMS-16720,ASN-1402,Air,0008-04-03,0008-04-03,0008-04-03
SCMS-16890,ASN-1874,Air,0008-09-19,0008-06-20,0008-06-20
SCMS-17280,ASN-1412,Air,0008-03-10,0008-03-10,0008-03-10
SCMS-17280,ASN-1380,Air,0008-03-10,0008-03-04,0008-03-04
SCMS-18070,ASN-1577,Air,0008-04-22,0008-04-22,0008-04-22
SCMS-18300,ASN-3434,Air,0009-03-19,0009-03-19,0009-03-19
SCMS-18370,ASN-1660,Air,0008-07-14,0008-07-14,0008-07-14
SCMS-18730,ASN-1608,Air,0008-06-23,0008-06-04,0008-06-04
SCMS-18740,ASN-1553,Air,0008-05-08,0008-04-07,0008-04-07
SCMS-18750,ASN-1618,Air,0008-05-22,0008-05-22,0008-05-22
SCMS-18900,ASN-1543,Air,0008-06-02,0008-06-02,0008-06-02
SCMS-18910,ASN-1614,Air,0008-06-02,0008-06-02,0008-06-02
SCMS-19100,ASN-1598,Air,0008-05-30,0008-05-30,0008-05-30
SCMS-19800,ASN-1664,Truck,0008-04-24,0008-02-29,0008-02-29
SCMS-19800,ASN-1665,Truck,0008-04-24,0008-04-24,0008-04-24
SCMS-19800,ASN-1665,Truck,0008-04-24,0008-04-24,0008-04-24
SCMS-19800,ASN-1665,Truck,0008-04-24,0008-04-24,0008-04-24
SCMS-20200,ASN-2017,Air,0008-07-14,0008-07-14,0008-07-14
SCMS-20341,ASN-1691,Air,0008-06-01,0008-05-22,0008-05-22
SCMS-21270,ASN-1669,Air,0008-05-09,0008-05-09,0008-05-09
SCMS-21460,ASN-1667,,0008-04-25,0008-04-07,0008-04-07
SCMS-22770,ASN-2235,Air,0009-01-20,0009-01-20,0009-01-20
SCMS-23340,ASN-2277,Air,0008-09-19,0008-09-19,0008-09-19
SCMS-23350,ASN-2489,Air,0008-11-16,0008-11-16,0008-11-16
SCMS-23440,ASN-2335,Air,0008-09-20,0008-09-20,0008-09-20
SCMS-23500,ASN-2300,Truck,0008-08-20,0008-05-14,0008-05-14
SCMS-23500,ASN-2293,Truck,0008-08-20,0008-05-08,0008-05-08
SCMS-23500,ASN-2293,Truck,0008-08-20,0008-05-08,0008-05-08
SCMS-23500,ASN-2293,Truck,0008-08-20,0008-05-08,0008-05-08
SCMS-23800,ASN-2257,Air,0008-08-22,0008-08-22,0008-08-22
SCMS-23920,ASN-2569,Air,0008-10-10,0008-10-10,0008-10-10
SCMS-24010,ASN-3087,Air,0009-01-14,0009-01-14,0009-01-14
SCMS-25140,ASN-2116,Air,0008-07-22,0008-07-22,0008-07-22
SCMS-25300,ASN-2997,Air,0009-01-22,0009-01-22,0009-01-22
SCMS-26170,ASN-2339,Air,0008-09-03,0008-09-03,0008-09-03
SCMS-26370,ASN-2337,Air,0008-09-19,0008-09-19,0008-09-19
SCMS-26640,ASN-2408,Air,0008-09-08,0008-09-08,0008-09-08
SCMS-26820,ASN-2488,Truck,0008-07-10,0008-07-08,0008-07-08
SCMS-26840,ASN-2554,Air,0008-10-09,0008-10-09,0008-10-09
SCMS-27050,ASN-2694,Air,0008-11-07,0008-11-07,0008-11-07
SCMS-27290,ASN-2853,Air,0008-12-02,0008-12-02,0008-12-02
SCMS-27320,ASN-2792,Air,0008-11-21,0008-11-21,0008-11-21
SCMS-27340,ASN-2862,Air,0008-11-21,0008-11-21,0008-11-21
SCMS-28720,ASN-2579,Air,0008-10-06,0008-10-03,0008-10-03
SCMS-28830,ASN-2503,Truck,0008-08-25,0008-08-14,0008-08-14
SCMS-28830,ASN-2503,Truck,0008-08-25,0008-08-14,0008-08-14
SCMS-29160,ASN-2508,Air,0008-10-13,0008-10-13,0008-10-13
DSCM-10090,ASN-2615,Air,0008-12-16,0008-10-16,0008-10-16
SCMS-30430,ASN-2799,Air,0008-12-05,0008-12-05,0008-12-05
SCMS-31180,ASN-2717,Air,0008-10-29,0008-10-29,0008-10-29
SCMS-31720,ASN-3312,Air,0009-02-27,0009-02-27,0009-02-27
SCMS-31730,ASN-3313,Air,0009-02-23,0009-02-23,0009-02-23
SCMS-31770,ASN-2946,Air,0008-12-29,0008-12-29,0008-12-29
SCMS-32400,ASN-3322,Air,0009-02-18,0009-02-18,0009-02-18
SCMS-32410,ASN-2903,Air,0009-01-30,0008-11-24,0008-11-24
SCMS-32630,ASN-3157,Air,0009-01-26,0009-01-26,0009-01-26
SCMS-33320,ASN-3553,Truck,0009-05-17,0008-10-09,0008-10-09
SCMS-33940,ASN-3423,Air,0009-03-06,0009-03-06,0009-03-06
SCMS-35780,ASN-3151,Air,0009-01-20,0009-01-20,0009-01-20
SCMS-37070,ASN-3490,Air,0009-03-13,0009-03-13,0009-03-13
SCMS-37160,ASN-3561,Air,0009-04-07,0009-04-07,0009-04-07
SCMS-37790,ASN-3415,Air,0009-03-31,0009-03-31,0009-03-31
SCMS-38660,ASN-3458,Air,0009-04-28,0009-03-11,0009-03-11
SCMS-40030,ASN-3748,Air,0009-04-15,0009-04-15,0009-04-15
SCMS-40390,ASN-3673,Air,0009-03-26,0009-03-26,0009-03-26
SCMS-40780,ASN-3607,Air,0009-03-17,0008-11-28,0008-11-28
SCMS-40810,ASN-3634,Air,0009-03-31,0008-12-02,0008-12-02
SCMS-40810,ASN-3634,Air,0009-03-31,0008-12-02,0008-12-02
SCMS-40820,ASN-3609,Air,0009-04-14,0008-12-04,0008-12-04
SCMS-40850,ASN-3611,Air,0009-06-16,0009-01-28,0009-01-28
SCMS-41040,ASN-3623,Air,0009-04-07,0008-12-03,0008-12-03
SCMS-41050,ASN-3635,Air,0009-04-21,0008-12-05,0008-12-05
SCMS-41140,ASN-3752,Air,0009-03-31,0008-11-21,0008-11-21
SCMS-41160,ASN-3760,Air,0009-04-01,0008-11-26,0008-11-26
SCMS-41170,ASN-3770,Air,0009-03-18,0009-03-18,0009-03-18
SCMS-41190,ASN-3732,Air,0009-03-30,0009-01-21,0009-01-21
SCMS-41190,ASN-3732,Air,0009-03-30,0009-01-21,0009-01-21
SCMS-41463,ASN-5420,Air,0009-06-25,0009-10-30,0009-10-30
SCMS-41582,ASN-4304,Air,0009-06-25,0009-04-08,0009-04-08
SCMS-41585,ASN-4386,Air,0009-06-25,0009-04-21,0009-04-21
SCMS-41586,ASN-4387,Air,0009-06-25,0009-04-15,0009-04-15
SCMS-41587,ASN-4602,Air,0009-06-25,0009-04-16,0009-04-16
SCMS-42240,ASN-4457,Air,0009-08-24,0009-08-24,0009-08-24
SCMS-47400,ASN-4284,Truck,0009-04-21,0009-04-21,0009-04-21
SCMS-47410,ASN-4281,Truck,0009-05-15,0009-04-20,0009-04-20
SCMS-47500,ASN-4332,Truck,0009-05-15,0009-04-23,0009-04-23
SCMS-47500,ASN-4332,Truck,0009-05-15,0009-04-23,0009-04-23
SCMS-47500,ASN-4332,Truck,0009-05-15,0009-04-23,0009-04-23
SCMS-42450,ASN-4772,Truck,0009-05-15,0009-07-17,0009-07-17
SCMS-42590,ASN-4326,Air,0009-07-14,0009-07-14,0009-07-14
SCMS-42620,ASN-4357,Air,0009-07-10,0009-07-10,0009-07-10
SCMS-43910,ASN-4959,Air,0009-10-27,0009-10-27,0009-10-27
SCMS-45080,ASN-4420,Air,0009-07-10,0009-07-10,0009-07-10
SCMS-45090,ASN-4215,Air,0009-07-10,0009-07-10,0009-07-10
SCMS-45420,ASN-3988,Air,0009-05-15,0009-05-15,0009-05-15
SCMS-46490,ASN-4179,Air,0009-06-22,0009-06-22,0009-06-22
SCMS-46550,ASN-4488,Air,0009-07-28,0009-07-28,0009-07-28
SCMS-46970,ASN-4822,Truck,0009-07-28,0009-08-05,0009-08-05
SCMS-47051,ASN-4837,Truck,0009-10-12,0009-08-03,0009-08-03
SCMS-38,ASN-25,Air,0006-08-28,0006-08-28,0006-08-28
SCMS-76,ASN-76,Air,0006-09-15,0006-09-15,0006-09-15
SCMS-78,ASN-51,Air,0006-09-01,0006-09-01,0006-09-01
SCMS-83,ASN-54,Air,0006-09-04,0006-09-04,0006-09-04
SCMS-108,ASN-70,Air,0006-10-27,0006-10-27,0006-10-27
SCMS-157,ASN-127,Air,0006-12-21,0006-12-21,0006-12-21
SCMS-160,ASN-124,Air,0007-01-02,0007-01-02,0007-01-02
SCMS-162,ASN-115,Air,0006-12-05,0006-12-05,0006-12-05
SCMS-164,ASN-146,Air,0007-01-09,0007-01-09,0007-01-09
SCMS-166,ASN-261,Air,0007-03-16,0007-03-16,0007-03-16
SCMS-168,ASN-276,Air,0007-03-14,0007-03-14,0007-03-14
SCMS-170,ASN-273,Air,0007-03-14,0007-03-14,0007-03-14
SCMS-223,ASN-283,Air,0007-03-08,0007-03-08,0007-03-08
SCMS-289,ASN-192,Air,0007-01-25,0007-01-25,0007-01-25
SCMS-608,ASN-688,Air,0007-09-06,0007-09-06,0007-09-06
SCMS-609,ASN-704,Air,0007-09-21,0007-09-21,0007-09-21
SCMS-750,ASN-804,Air,0007-10-24,0007-10-24,0007-10-24
SCMS-751,ASN-633,Air,0007-09-10,0007-09-10,0007-09-10
SCMS-766,ASN-588,Air,0007-08-08,0007-08-08,0007-08-08
SCMS-800,ASN-719,Air,0007-09-14,0007-09-14,0007-09-14
SCMS-10970,ASN-1017,Air,0007-12-19,0007-12-19,0007-12-19
SCMS-11650,ASN-763,Air,0007-09-21,0007-10-08,0007-10-08
SCMS-11760,ASN-858,Air,0007-11-07,0007-11-07,0007-11-07
SCMS-12240,ASN-707,,0007-09-07,0007-05-07,0007-05-07
SCMS-12680,ASN-968,,0007-11-07,0007-11-07,0007-11-07
SCMS-13900,ASN-990,Air,0008-01-28,0008-01-28,0008-01-28
SCMS-14050,ASN-1251,,0008-01-29,0008-01-29,0008-01-29
SCMS-14050,ASN-1251,,0008-01-29,0008-01-29,0008-01-29
SCMS-14221,ASN-1594,Air,0008-04-28,0008-04-22,0008-04-22
SCMS-14221,ASN-1596,Air,0008-04-28,0008-04-28,0008-04-28
SCMS-15500,ASN-1153,Air,0008-01-22,0008-01-22,0008-01-22
SCMS-15590,ASN-1328,Air,0008-02-18,0008-02-18,0008-02-18
SCMS-16220,ASN-1329,Air,0008-03-04,0008-03-04,0008-03-04
SCMS-16600,ASN-1520,,0008-01-21,0008-01-04,0008-01-04
SCMS-16600,ASN-1520,,0008-01-21,0008-01-04,0008-01-04
SCMS-16600,ASN-1520,,0008-01-21,0008-01-04,0008-01-04
SCMS-16760,ASN-1697,Air,0008-05-08,0008-05-08,0008-05-08
SCMS-16880,ASN-1354,Air,0008-04-21,0008-02-29,0008-02-29
SCMS-16880,ASN-1462,Air,0008-04-21,0008-03-27,0008-03-27
SCMS-18060,ASN-1650,Air,0008-06-13,0008-05-27,0008-05-27
SCMS-18360,ASN-1430,Air,0008-03-12,0008-03-12,0008-03-12
SCMS-18740,ASN-1552,Air,0008-05-08,0008-05-08,0008-05-08
SCMS-18890,ASN-1487,Air,0008-04-02,0008-04-02,0008-04-02
SCMS-19630,ASN-1718,Truck,0008-05-12,0008-04-16,0008-04-16
SCMS-19800,ASN-1665,Truck,0008-04-24,0008-04-24,0008-04-24
SCMS-19800,ASN-1665,Truck,0008-04-24,0008-04-24,0008-04-24
SCMS-20330,ASN-1984,Air,0008-07-17,0008-07-17,0008-07-17
SCMS-20490,ASN-1795,Air,0008-06-02,0008-06-02,0008-06-02
SCMS-21460,ASN-1667,,0008-04-25,0008-04-07,0008-04-07
SCMS-21460,ASN-1666,,0008-04-25,0008-04-08,0008-04-08
SCMS-22680,ASN-1832,Air,0008-07-03,0008-07-03,0008-07-03
SCMS-22710,ASN-1833,Air,0008-07-03,0008-07-03,0008-07-03
SCMS-23440,ASN-2335,Air,0008-09-20,0008-09-20,0008-09-20
SCMS-23450,ASN-2336,Air,0008-09-19,0008-09-19,0008-09-19
SCMS-23460,ASN-2243,Air,0008-08-11,0008-08-11,0008-08-11
SCMS-23500,ASN-2293,Truck,0008-08-20,0008-05-08,0008-05-08
SCMS-23500,ASN-2484,Truck,0008-08-20,0008-08-14,0008-08-14
SCMS-23500,ASN-2293,Truck,0008-08-20,0008-05-08,0008-05-08
SCMS-23500,ASN-2300,Truck,0008-08-20,0008-05-14,0008-05-14
