PRODUCT_ID,ITEM_DESCRIPTION,DOSAGE,UNIT_OF_MEASURE,LINE_ITEM_QUANTITY,WEIGHT,PACK_PRICE,UNIT_PRICE,LINE_ITEM_INSURANCE_USD
"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml","Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",10mg/ml,240,1000,See ASN-744 (ID#:1356),2.1,0.01,3.36
"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml","Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",10mg/ml,240,1000,See ASN-781 (ID#:115),2.1,0.01,3.36
"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",150/300/200mg,60,3000,332,13.5,0.22,64.8
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,22500,1955,12.33,0.41,443.88
"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",200/50mg,120,500,117,82.19,0.68,65.75
"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",,25,10000,3336,20,0.8,320
"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs","Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",300mg,30,1609,157,17,0.57,43.76
"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",80/20mg/ml,300,30,Weight Captured Separately,48.26,0.16,2.32
"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps","Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",400mg,30,100,Weight Captured Separately,28.5,0.95,4.56
"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps","Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",100mg,336,100,337,183.33,0.55,29.33
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,10000,3336,27,1.35,432
"Abacavir 300mg, tablets, 60 Tabs","Abacavir 300mg, tablets, 60 Tabs",300mg,60,1099,113,27.5,0.46,48.36
"Stavudine 20mg, capsules, 60 Caps","Stavudine 20mg, capsules, 60 Caps",20mg,60,1200,125,1.75,0.03,3.36
"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",,100,50,Weight Captured Separately,350,3.5,28
"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",,100,650,148,79.99,0.8,83.19
"Stavudine 20mg [Zerit], capsules, 60 Caps","Stavudine 20mg [Zerit], capsules, 60 Caps",20mg,60,100,Weight Captured Separately,5.73,0.1,0.92
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,450,154,32,1.6,23.04
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,10270,2907,27,1.35,443.66
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,9000,9000,32,1.6,460.8
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,6040,2052,32,1.6,309.25
"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",,100,4300,284,0.01,0,0.07
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,289,79,27,1.35,15.29
"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",,100,3000,682,71.99,0.72,345.55
"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",,100,70,Weight Captured Separately,0.01,0,0
"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",,100,1116,255,70,0.7,124.99
"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",,100,1116,256,70,0.7,153.12
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,832,832,32,1.6,42.6
"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",,100,213,49,71.99,0.72,24.53
"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",,100,10,39,350,3.5,5.6
"HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit, 100 Tests",,100,340,234,139,1.39,75.62
"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",,100,1634,Weight Captured Separately,0.01,0,0.03
"Lopinavir/Ritonavir 133.3/33.3mg [Kaletra], capsules, cool, 2 x 90 Caps","Lopinavir/Ritonavir 133.3/33.3mg [Kaletra], capsules, cool, 2 x 90 Caps",133.3/33.3mg,180,400,Weight Captured Separately,39.4,0.22,25.22
"Ritonavir 80mg/ml [Norvir], oral solution, cool, Bottle, 90 ml","Ritonavir 80mg/ml [Norvir], oral solution, cool, Bottle, 90 ml",80mg/ml,90,6,Weight Captured Separately,7.88,0.09,0.08
"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs","Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",300mg,30,500,Weight Captured Separately,21.85,0.73,17.48
"Lamivudine 150mg, tablets, 60 Tabs","Lamivudine 150mg, tablets, 60 Tabs",150mg,60,10080,507,2.9,0.05,46.77
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,6720,522,11.48,0.38,123.43
"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",,100,250,17,0.01,0,0
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,300,Weight Captured Separately,15.38,0.51,7.38
"Zidovudine 300mg [Retrovir], tablets, 60 Tabs","Zidovudine 300mg [Retrovir], tablets, 60 Tabs",300mg,60,300,Weight Captured Separately,13.85,0.23,6.65
"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps","Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",250mg,30,100,Weight Captured Separately,18.49,0.62,2.96
"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",,100,1130,Weight Captured Separately,0.01,0,0.02
"Didanosine 25mg [Videx], chewable tablets, 60 Tabs","Didanosine 25mg [Videx], chewable tablets, 60 Tabs",25mg,60,400,81,7,0.12,4.48
"Stavudine 30mg, capsules, 60 Caps","Stavudine 30mg, capsules, 60 Caps",30mg,60,10780,502,1.45,0.02,25.01
"Lopinavir/Ritonavir 133.3/33.3mg [Kaletra], capsules, cool, 2 x 90 Caps","Lopinavir/Ritonavir 133.3/33.3mg [Kaletra], capsules, cool, 2 x 90 Caps",133.3/33.3mg,180,670,Weight Captured Separately,36.99,0.21,39.65
"Lamivudine 150mg [Epivir], tablets, 60 Tabs","Lamivudine 150mg [Epivir], tablets, 60 Tabs",150mg,60,2000,Weight Captured Separately,5.53,0.09,17.7
"Zidovudine 300mg [Retrovir], tablets, 60 Tabs","Zidovudine 300mg [Retrovir], tablets, 60 Tabs",300mg,60,1000,Weight Captured Separately,16.63,0.28,26.61
"Nevirapine 10mg/ml [Viramune], oral suspension, Bottle, 240 ml","Nevirapine 10mg/ml [Viramune], oral suspension, Bottle, 240 ml",10mg/ml,240,30,Weight Captured Separately,14.53,0.06,0.7
"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",,100,1123,257,70,0.7,154.08
"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",150/300/200mg,60,47879,5311,11.89,0.2,910.85
"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",150/300/200mg,60,61021,6768,11.89,0.2,1160.86
"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",150/300mg,60,4300,See ASN-2274 (ID#:610),8.61,0.14,59.24
"Stavudine 30mg, capsules, 60 Caps","Stavudine 30mg, capsules, 60 Caps",30mg,60,18030,1114,1.45,0.02,41.83
"Zidovudine 300mg [Retrovir], tablets, 60 Tabs","Zidovudine 300mg [Retrovir], tablets, 60 Tabs",300mg,60,50,Weight Captured Separately,13.27,0.22,1.06
"Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps","Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps",50mg,30,250,Weight Captured Separately,2.86,0.1,1.14
"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps","Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",250mg,30,60,Weight Captured Separately,18.27,0.61,1.75
"Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml","Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml",2g,200,12,Weight Captured Separately,12.54,0.06,0.24
"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",,100,3000,889,0.01,0,0.05
"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",,100,213,49,71.99,0.72,30.05
"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",,100,6502,1927,0.01,0,0.1
"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",,100,6875,1566,79.99,0.8,879.89
"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",200/50mg,120,434,113,82.2,0.68,69.92
"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",150/300/200mg,60,1100,159,11.4,0.19,24.58
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,8400,613,10.19,0.34,167.77
"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",150/200/30mg,60,3648,323,7.25,0.12,51.84
"Malaria Paramax-3 Kit, 25 Tests","Malaria Paramax-3 Kit, 25 Tests",,25,108,34,37.5,1.5,7.94
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,5958,2147,27,1.35,257.39
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,3982,1445,27,1.35,210.73
"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",,1,6998,5057,23,23,257.53
"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs","Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",300mg,30,300,Weight Captured Separately,23.6,0.79,11.33
"Nevirapine 10mg/ml [Viramune], oral suspension, Bottle, 240 ml","Nevirapine 10mg/ml [Viramune], oral suspension, Bottle, 240 ml",10mg/ml,240,40,Weight Captured Separately,13.94,0.06,0.89
"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",,1,3470,2509,23,23,156.43
"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",,1,3510,2535,23,23,158.23
"#109440**HIV 1/2, INSTI HIV Antibody Individual POC, 1 Test","#109440**HIV 1/2, INSTI HIV Antibody Individual POC, 1 Test",,1,5000,Weight Captured Separately,2.54,2.54,24.91
"Nevirapine 200mg, tablets, 60 Tabs","Nevirapine 200mg, tablets, 60 Tabs",200mg,60,6000,581,2.9,0.05,34.1
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,1300,Weight Captured Separately,15.7,0.52,40
"Zidovudine 10mg/ml [Retrovir], oral solution, Bottle, 200 ml","Zidovudine 10mg/ml [Retrovir], oral solution, Bottle, 200 ml",10mg/ml,200,120,Weight Captured Separately,6.11,0.03,1.44
"Saquinavir 200mg [Invirase], capsules, 270 Caps","Saquinavir 200mg [Invirase], capsules, 270 Caps",200mg,270,6,Weight Captured Separately,70.68,0.26,0.83
"Nevirapine 10mg/ml [Viramune], oral suspension, Bottle, 240 ml","Nevirapine 10mg/ml [Viramune], oral suspension, Bottle, 240 ml",10mg/ml,240,40,Weight Captured Separately,13.51,0.06,1.06
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,5751,1723,80,0.8,901.76
"HIV 1/2, Clearview Complete Kit, 25 Tests","HIV 1/2, Clearview Complete Kit, 25 Tests",,25,3,3,75,3,0.44
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,100,28,27,1.35,5.29
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,68,22,32,1.6,4.26
"Lamivudine 150mg, tablets, 60 Tabs","Lamivudine 150mg, tablets, 60 Tabs",150mg,60,9000,2228,2.4,0.04,42.34
"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",150/300/200mg,60,700,See ASN-3562 (ID#:960),11.15,0.19,15.3
"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs","Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",600/200/300mg,30,25000,2067,50.4,1.68,2469.6
"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",,100,1680,382,70,0.7,230.5
"Zidovudine 100mg, capsules, 100 Caps","Zidovudine 100mg, capsules, 100 Caps",100mg,100,2100,187,5,0.05,20.58
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,9000,2655,72,0.72,1270.08
"Efavirenz 200mg, capsule, 90 Caps","Efavirenz 200mg, capsule, 90 Caps",200mg,90,176,Weight Captured Separately,19.09,0.21,6.59
"Nevirapine 200mg, tablets, 60 Tabs","Nevirapine 200mg, tablets, 60 Tabs",200mg,60,5017,Weight Captured Separately,4.9,0.08,48.18
"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml","Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",10mg/ml,240,929,Weight Captured Separately,3.65,0.02,6.65
"Lamivudine 150mg, tablets, 60 Tabs","Lamivudine 150mg, tablets, 60 Tabs",150mg,60,6700,Weight Captured Separately,5.46,0.09,71.7
"Zidovudine 300mg [Retrovir], tablets, 60 Tabs","Zidovudine 300mg [Retrovir], tablets, 60 Tabs",300mg,60,1350,Weight Captured Separately,14.12,0.24,37.36
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,1120,Weight Captured Separately,14.56,0.49,31.96
"Stavudine 20mg [Zerit], capsules, 60 Caps","Stavudine 20mg [Zerit], capsules, 60 Caps",20mg,60,100,Weight Captured Separately,3.71,0.06,0.73
"Stavudine 30mg, capsules, 60 Caps","Stavudine 30mg, capsules, 60 Caps",30mg,60,1000,Weight Captured Separately,2.92,0.05,5.72
"Nevirapine 200mg [Viramune], tablets, 60 Tabs","Nevirapine 200mg [Viramune], tablets, 60 Tabs",200mg,60,260,Weight Captured Separately,15.52,0.26,7.91
"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps","Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",250mg,30,60,3000,18.34,0.61,2.16
"Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps","Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps",200mg,90,5000,Weight Captured Separately,32.18,0.36,315.36
"Zidovudine 10mg/ml [Retrovir], solution for IV infusion injection, Vial 5 x 20 ml","Zidovudine 10mg/ml [Retrovir], solution for IV infusion injection, Vial 5 x 20 ml",10mg/ml,5,166,Weight Captured Separately,13.65,2.73,4.44
"Didanosine 50mg [Videx], chewable tablets, 60 Tabs","Didanosine 50mg [Videx], chewable tablets, 60 Tabs",50mg,60,1500,Weight Captured Separately,10.1,0.17,29.69
"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",150/300mg,60,7840,719,9.1,0.15,139.83
"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",80/20mg/ml,300,40,Weight Captured Separately,36,0.12,2.82
"Ritonavir 80mg/ml [Norvir], oral solution, cool, Bottle, 90 ml","Ritonavir 80mg/ml [Norvir], oral solution, cool, Bottle, 90 ml",80mg/ml,90,6,Weight Captured Separately,7.2,0.08,0.08
"Ritonavir 80mg/ml [Norvir], oral solution, cool, Bottle, 90 ml","Ritonavir 80mg/ml [Norvir], oral solution, cool, Bottle, 90 ml",80mg/ml,90,6,Weight Captured Separately,7.2,0.08,0.08
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,425,130,90,0.9,74.97
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,276,87,90,0.9,48.69
"Stavudine 20mg [Zerit], capsules, 60 Caps","Stavudine 20mg [Zerit], capsules, 60 Caps",20mg,60,76,See ASN-4332 (ID#:1115),3.95,0.07,0.59
"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",200/50mg,120,73,69,41.1,0.34,5.88
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,5,2,32,1.6,0.31
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,4995,4995,32,1.6,313.29
"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",200/50mg,120,2040,309,41.1,0.34,164.33
"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",150/300/200mg,60,26932,3393,11.79,0.2,622.36
"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests",,40,1000,1073,110,2.75,215.6
"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",,100,800,195,70,0.7,109.76
"Didanosine 250mg, delayed-release capsules, 30 Caps","Didanosine 250mg, delayed-release capsules, 30 Caps",250mg,30,150,30,13,0.43,3.82
"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests",,40,140,158,110,2.75,30.18
"Lamivudine/Stavudine 30/6mg, dispersible tablets, 60 Tabs","Lamivudine/Stavudine 30/6mg, dispersible tablets, 60 Tabs",30/6mg,60,2000,251,1.9,0.03,7.45
"Didanosine 25mg [Videx], chewable tablets, 60 Tabs","Didanosine 25mg [Videx], chewable tablets, 60 Tabs",25mg,60,120,Weight Captured Separately,7,0.12,1.65
"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps","Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",400mg,30,20,Weight Captured Separately,21.9,0.73,0.86
"Stavudine 20mg [Zerit], capsules, 60 Caps","Stavudine 20mg [Zerit], capsules, 60 Caps",20mg,60,320,Weight Captured Separately,4.61,0.08,2.89
"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit, 100 Tests",,100,2000,590,72,0.72,310.46
"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",200/50mg,120,2733,589,82.19,0.68,440.27
"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests",,40,100,107,75.35,1.88,
"HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit, 100 Tests",,100,45,29,175,1.75,
"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs","Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",300mg,30,1000,61,17,0.57,
"Nevirapine 200mg, tablets, 60 Tabs","Nevirapine 200mg, tablets, 60 Tabs",200mg,60,35000,See ASN-55 (ID#:16),4.35,0.07,
"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",150/300mg,60,20000,See ASN-55 (ID#:16),16.9,0.28,
"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml","Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",10mg/ml,240,416,See ASN-57 (ID#:23),4.35,0.02,
"Lamivudine 150mg, tablets, 60 Tabs","Lamivudine 150mg, tablets, 60 Tabs",150mg,60,486,See ASN-57 (ID#:23),4.2,0.07,
"Abacavir 20mg/ml, oral solution, Bottle, 240 ml","Abacavir 20mg/ml, oral solution, Bottle, 240 ml",20mg/ml,240,906,316,21.05,0.09,
"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",150/300mg,60,38780,3217,11.14,0.19,
"Nevirapine 200mg, tablets, 60 Tabs","Nevirapine 200mg, tablets, 60 Tabs",200mg,60,4632,See ASN-93 (ID#:1281),3.65,0.06,
"Stavudine 40mg, capsules, 60 Caps","Stavudine 40mg, capsules, 60 Caps",40mg,60,166,See ASN-93 (ID#:1281),2.15,0.04,
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,60784,11179,16.75,0.56,
"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml","Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",10mg/ml,240,1000,3822,5.05,0.02,
"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml","Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",10mg/ml,240,1000,See ASN-272 (ID#:1282),2.44,0.01,
"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",,100,25,60,400,4,
"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs","Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",150/200/30mg,60,25000,2336,7.5,0.12,300
"Didanosine 100mg [Videx],chewable tablets, 60 Tabs","Didanosine 100mg [Videx],chewable tablets, 60 Tabs",100mg,60,5408,1072,12.75,0.21,
"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",,100,50,120,400,4,
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,10000,3045,27,1.35,432
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,11500,3276,27,1.35,496.8
"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",,20,8000,2603,27,1.35,345.6
"Efavirenz 600mg, tablets, 30 Tabs","Efavirenz 600mg, tablets, 30 Tabs",600mg,30,22500,2895,12.33,0.41,443.88
"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml","Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",10mg/ml,240,500,See ASN-744 (ID#:1356),1.9,0.01,1.52
"Didanosine 25mg [Videx], chewable tablets, 60 Tabs","Didanosine 25mg [Videx], chewable tablets, 60 Tabs",25mg,60,800,161,7,0.12,8.96
"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",80/20mg/ml,300,200,340,82.2,0.27,26.3
"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",,25,10000,3336,20,0.8,320
"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",,25,5000,1456,20,0.8,160
"HIV 1/2, Clearview Complete Kit, 25 Tests","HIV 1/2, Clearview Complete Kit, 25 Tests",,25,150,Weight Captured Separately,75,3,18
"Stavudine 30mg, capsules, 60 Caps","Stavudine 30mg, capsules, 60 Caps",30mg,60,35065,2318,1.55,0.03,86.96
"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",,20,2220,732,32,1.6,113.66
"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps","Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",400mg,30,140,6,23.67,0.79,5.3
